1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
"(0.06017064303159714, -0.6363799571990967, -0.381327360868454)","(0.07237279415130615, -0.6685258150100708, -0.3639870285987854)","(0.07271107286214828, -0.6691544055938721, -0.3632833659648895)","(0.07260112464427948, -0.6692813634872437, -0.3633979856967926)","(0.04364735633134842, -0.6711007952690125, -0.3653838038444519)","(0.043895743787288666, -0.6718501448631287, -0.36620867252349854)","(0.0438489206135273, -0.6732593774795532, -0.36518797278404236)","(0.1072651818394661, -0.6235611438751221, -0.2576740086078644)","(-0.02999475598335266, -0.6426953673362732, -0.2735951542854309)","(0.07000545412302017, -0.5987386703491211, -0.34552350640296936)","(0.029837023466825485, -0.603310227394104, -0.34873029589653015)","(0.17387686669826508, -0.42913398146629333, -0.1995099037885666)","(-0.15070702135562897, -0.45984867215156555, -0.1836584210395813)","(0.15944519639015198, -0.1880601942539215, -0.17376238107681274)","(-0.2184721678495407, -0.20246192812919617, -0.13202792406082153)","(0.15781500935554504, 0.03320419415831566, -0.24457843601703644)","(-0.2437826693058014, 0.016863442957401276, -0.21373458206653595)","(0.16462023556232452, 0.10750652849674225, -0.26485493779182434)","(-0.2427469938993454, 0.08719170093536377, -0.228464737534523)","(0.1481591910123825, 0.10960102826356888, -0.2912505865097046)","(-0.23286132514476776, 0.08020129799842834, -0.2630985975265503)","(0.14748282730579376, 0.04919852688908577, -0.25540000200271606)","(-0.23270294070243835, 0.03016766346991062, -0.22791986167430878)","(0.10442981123924255, 0.005757994018495083, -0.037984564900398254)","(-0.10480893403291702, -0.006556194741278887, 0.03940693661570549)","(-0.043650176376104355, 0.391913503408432, -0.0560678206384182)","(-0.04453335702419281, 0.38366955518722534, 0.11958513408899307)","(-0.09079353511333466, 0.7122794389724731, 0.06598532944917679)","(-0.019878216087818146, 0.7001298666000366, 0.22635392844676971)","(-0.09459924697875977, 0.754404604434967, 0.07051926851272583)","(-0.024121299386024475, 0.7451388835906982, 0.23125320672988892)","(-0.110292449593544, 0.8153115510940552, -0.05559854954481125)","(-0.0898221805691719, 0.7961757779121399, 0.12694276869297028)"
"(0.0619848407804966, -0.6259111166000366, -0.37106603384017944)","(0.07562416791915894, -0.6583272814750671, -0.35470908880233765)","(0.07600633800029755, -0.6588529348373413, -0.3540189564228058)","(0.0758427157998085, -0.6591126918792725, -0.35418352484703064)","(0.046197518706321716, -0.6621965169906616, -0.35697945952415466)","(0.04657382145524025, -0.6629593968391418, -0.3578603267669678)","(0.04644966498017311, -0.6643484234809875, -0.3568519353866577)","(0.10804153233766556, -0.6191368699073792, -0.24795903265476227)","(-0.027967510744929314, -0.6417415142059326, -0.26880770921707153)","(0.07118559628725052, -0.5915525555610657, -0.3343231678009033)","(0.03123638965189457, -0.5974968671798706, -0.3390662670135498)","(0.1706749051809311, -0.42791256308555603, -0.18186011910438538)","(-0.15281343460083008, -0.46010756492614746, -0.1819654405117035)","(0.14714890718460083, -0.18190321326255798, -0.15154272317886353)","(-0.21876536309719086, -0.2033592164516449, -0.1297059953212738)","(0.14868739247322083, 0.040392547845840454, -0.23702682554721832)","(-0.23189251124858856, 0.021158888936042786, -0.20639753341674805)","(0.15447214245796204, 0.11583836376667023, -0.25617343187332153)","(-0.229829341173172, 0.0913773700594902, -0.22017216682434082)","(0.14077918231487274, 0.11921902000904083, -0.2883020043373108)","(-0.21685917675495148, 0.08507867157459259, -0.25658363103866577)","(0.1390228271484375, 0.05663185194134712, -0.2541986107826233)","(-0.21967270970344543, 0.0348065160214901, -0.2214549481868744)","(0.10467436909675598, 0.007958953268826008, -0.03276905417442322)","(-0.1050647422671318, -0.00881238654255867, 0.034171298146247864)","(-0.01866358146071434, 0.3941519856452942, -0.04489775002002716)","(-0.055175162851810455, 0.3833603262901306, 0.08626137673854828)","(-0.031782906502485275, 0.7169079780578613, 0.078792043030262)","(-0.052271366119384766, 0.710536777973175, 0.20571760833263397)","(-0.03148701786994934, 0.7588831186294556, 0.08314412832260132)","(-0.0618903823196888, 0.7558081746101379, 0.21123109757900238)","(-0.04271945729851723, 0.8249523043632507, -0.03952150046825409)","(-0.10995543748140335, 0.8005122542381287, 0.10435540229082108)"
"(0.06369523704051971, -0.6128624677658081, -0.36643046140670776)","(0.07748480141162872, -0.6468382477760315, -0.34974437952041626)","(0.07784819602966309, -0.6472397446632385, -0.34902772307395935)","(0.07769592851400375, -0.6476531028747559, -0.34921929240226746)","(0.04786911606788635, -0.6502770781517029, -0.3525647819042206)","(0.048351842910051346, -0.651157021522522, -0.3533991277217865)","(0.048143114894628525, -0.6524776816368103, -0.3524642884731293)","(0.1077832281589508, -0.6130104064941406, -0.2421087771654129)","(-0.026456395164132118, -0.6357739567756653, -0.2661498188972473)","(0.07248798757791519, -0.5810074210166931, -0.3292415738105774)","(0.03289823606610298, -0.5865467190742493, -0.3348443806171417)","(0.16865462064743042, -0.4236186146736145, -0.174186110496521)","(-0.15038442611694336, -0.4552616477012634, -0.18113625049591064)","(0.13223864138126373, -0.17648984491825104, -0.1481466442346573)","(-0.20879150927066803, -0.1948506236076355, -0.13004443049430847)","(0.12498483061790466, 0.03994395583868027, -0.2173117995262146)","(-0.20935143530368805, 0.03963982313871384, -0.20598170161247253)","(0.1304534524679184, 0.11310500651597977, -0.23596052825450897)","(-0.20461733639240265, 0.11108780652284622, -0.2213509976863861)","(0.11979511380195618, 0.11560056358575821, -0.25965678691864014)","(-0.19059176743030548, 0.10650895535945892, -0.25573885440826416)","(0.11615507304668427, 0.05527465417981148, -0.22925721108913422)","(-0.19626513123512268, 0.053888656198978424, -0.2200631946325302)","(0.1039806604385376, 0.008941888809204102, -0.031260792165994644)","(-0.10434804856777191, -0.009780112653970718, 0.03252148628234863)","(-0.07696748524904251, 0.39294713735580444, -0.05045286938548088)","(-0.04762832820415497, 0.3796684741973877, 0.04611804336309433)","(-0.19283795356750488, 0.692139744758606, 0.06736772507429123)","(-0.02217574045062065, 0.7094365954399109, 0.16563089191913605)","(-0.2034706026315689, 0.7302626371383667, 0.0696854442358017)","(-0.024296822026371956, 0.7547946572303772, 0.17102006077766418)","(-0.1948346048593521, 0.8017127513885498, -0.04700669273734093)","(-0.050351452082395554, 0.8015452027320862, 0.054674260318279266)"
"(0.06341096013784409, -0.604627788066864, -0.3640918433666229)","(0.07686308771371841, -0.64108806848526, -0.3462861478328705)","(0.07721655815839767, -0.6414390206336975, -0.34555166959762573)","(0.07706240564584732, -0.6419589519500732, -0.3457353413105011)","(0.04716647043824196, -0.643959641456604, -0.34979909658432007)","(0.047636937350034714, -0.6448953747749329, -0.3505702316761017)","(0.047436077147722244, -0.6462041139602661, -0.34967029094696045)","(0.10732808709144592, -0.6127575039863586, -0.23819570243358612)","(-0.02690555527806282, -0.6345794200897217, -0.26464754343032837)","(0.07250755280256271, -0.5751170516014099, -0.3253134787082672)","(0.032320357859134674, -0.5799932479858398, -0.33195576071739197)","(0.16730019450187683, -0.42343786358833313, -0.14908912777900696)","(-0.15013626217842102, -0.4554288983345032, -0.17956703901290894)","(0.1103280559182167, -0.176347017288208, -0.09517376869916916)","(-0.2108592987060547, -0.1958101987838745, -0.12905804812908173)","(0.10564392060041428, 0.03333502262830734, -0.16157086193561554)","(-0.19914278388023376, 0.04042775183916092, -0.20304563641548157)","(0.10854320228099823, 0.10771172493696213, -0.17789341509342194)","(-0.19024240970611572, 0.11406564712524414, -0.21825522184371948)","(0.10453971475362778, 0.10893570631742477, -0.2045537829399109)","(-0.17280757427215576, 0.1103115901350975, -0.25338849425315857)","(0.09875617176294327, 0.04782361537218094, -0.17302840948104858)","(-0.1842556595802307, 0.055127646774053574, -0.2182912528514862)","(0.10396786034107208, 0.010130583308637142, -0.02409895695745945)","(-0.10431241989135742, -0.010988239198923111, 0.025736043229699135)","(-0.08787113428115845, 0.3925609886646271, -0.0471217967569828)","(-0.04107271134853363, 0.37758347392082214, 0.00611898023635149)","(-0.22869554162025452, 0.6812513470649719, 0.08675213903188705)","(-0.0067001041024923325, 0.7075214982032776, 0.12197880446910858)","(-0.2411477118730545, 0.7180337905883789, 0.09039976447820663)","(-0.006048485171049833, 0.7528045773506165, 0.126729354262352)","(-0.2192963808774948, 0.7924774885177612, -0.022712545469403267)","(-0.02048233523964882, 0.8035451769828796, 0.002533090068027377)"
"(0.07038244605064392, -0.600520670413971, -0.3615451753139496)","(0.08338802307844162, -0.6371479034423828, -0.34390655159950256)","(0.08370225131511688, -0.637477457523346, -0.3431732952594757)","(0.08355642855167389, -0.6380332112312317, -0.34332752227783203)","(0.0527927502989769, -0.6398268938064575, -0.34754350781440735)","(0.05339323729276657, -0.6407980918884277, -0.3483087122440338)","(0.053064651787281036, -0.6420974135398865, -0.34738752245903015)","(0.11131872236728668, -0.6114236116409302, -0.23295220732688904)","(-0.025745246559381485, -0.6329532861709595, -0.26361796259880066)","(0.07842204719781876, -0.5719795227050781, -0.32294532656669617)","(0.037499602884054184, -0.5766667723655701, -0.3297198414802551)","(0.1673480123281479, -0.4232030212879181, -0.13772252202033997)","(-0.1494223177433014, -0.4546963572502136, -0.1772214025259018)","(0.10600722581148148, -0.1766272336244583, -0.0764409750699997)","(-0.21259471774101257, -0.19558650255203247, -0.12068522721529007)","(0.09917880594730377, 0.025439893826842308, -0.13905702531337738)","(-0.19692593812942505, 0.04005591571331024, -0.18701107800006866)","(0.10097716003656387, 0.0998363345861435, -0.15477071702480316)","(-0.18615201115608215, 0.1144067794084549, -0.20221160352230072)","(0.09748160094022751, 0.09867511689662933, -0.18125498294830322)","(-0.16890040040016174, 0.10995488613843918, -0.23174168169498444)","(0.09243354946374893, 0.03880561143159866, -0.14970678091049194)","(-0.18171104788780212, 0.05446102097630501, -0.19828592240810394)","(0.10407917946577072, 0.010542621836066246, -0.020159732550382614)","(-0.10442101955413818, -0.011400478892028332, 0.021966876462101936)","(-0.08013688027858734, 0.3921439051628113, -0.04027576744556427)","(-0.035092826932668686, 0.3741596043109894, -0.017084041610360146)","(-0.2138136774301529, 0.677008330821991, 0.09559366852045059)","(0.020938709378242493, 0.7021868228912354, 0.09806206077337265)","(-0.2248343974351883, 0.7135907411575317, 0.09930196404457092)","(0.024506723508238792, 0.7468933463096619, 0.10275010019540787)","(-0.19848524034023285, 0.7857098579406738, -0.012684285640716553)","(0.013795914128422737, 0.8036835193634033, -0.020066069439053535)"
"(0.07073385268449783, -0.6010246872901917, -0.34775829315185547)","(0.08380347490310669, -0.6374794840812683, -0.32784202694892883)","(0.08413392305374146, -0.6378354430198669, -0.32712483406066895)","(0.08396819233894348, -0.63837069272995, -0.3273635506629944)","(0.053282685577869415, -0.6402360200881958, -0.3334204852581024)","(0.05389131233096123, -0.6412033438682556, -0.33417028188705444)","(0.053547389805316925, -0.6425027847290039, -0.3333641290664673)","(0.11035763472318649, -0.6122404932975769, -0.20867180824279785)","(-0.026416262611746788, -0.6355447173118591, -0.24903751909732819)","(0.07801131904125214, -0.5728617906570435, -0.3062678277492523)","(0.037295661866664886, -0.5775033235549927, -0.3160644471645355)","(0.16666626930236816, -0.42377838492393494, -0.11889435350894928)","(-0.15015362203121185, -0.45987266302108765, -0.16676680743694305)","(0.11431727558374405, -0.18101206421852112, -0.06360889226198196)","(-0.21403852105140686, -0.1976238191127777, -0.12060120701789856)","(0.1213894858956337, 0.019135041162371635, -0.13456003367900848)","(-0.1962951421737671, 0.038037631660699844, -0.1956731230020523)","(0.12733371555805206, 0.09187044203281403, -0.15084904432296753)","(-0.18591924011707306, 0.11189666390419006, -0.21690495312213898)","(0.12521293759346008, 0.09159456193447113, -0.1784312129020691)","(-0.16378766298294067, 0.10789128392934799, -0.24416027963161469)","(0.11604532599449158, 0.03270002454519272, -0.14587806165218353)","(-0.1794978231191635, 0.05269593372941017, -0.20660044252872467)","(0.10386580973863602, 0.010841538198292255, -0.01923304982483387)","(-0.10419043153524399, -0.011693392880260944, 0.021052157506346703)","(-0.07889963686466217, 0.39359912276268005, -0.028056737035512924)","(-0.02847101353108883, 0.3743378818035126, -0.0019500396447256207)","(-0.2010030448436737, 0.6773314476013184, 0.10382095724344254)","(0.03947595879435539, 0.6994479298591614, 0.1321033090353012)","(-0.21117155253887177, 0.714265763759613, 0.10699785500764847)","(0.04364711418747902, 0.7429590225219727, 0.13843496143817902)","(-0.18447716534137726, 0.785601794719696, -0.001748348819091916)","(0.03257792070508003, 0.8040466904640198, 0.021885257214307785)"
"(0.08741094917058945, -0.6017395853996277, -0.3464093506336212)","(0.09937216341495514, -0.6369946002960205, -0.32649603486061096)","(0.0996871292591095, -0.6373764276504517, -0.32576990127563477)","(0.0995427817106247, -0.6378989219665527, -0.32597261667251587)","(0.07228317111730576, -0.6399572491645813, -0.33261358737945557)","(0.07288143038749695, -0.6409491896629333, -0.3333536684513092)","(0.07259181141853333, -0.6422504186630249, -0.3325047194957733)","(0.11407095938920975, -0.6097874045372009, -0.20876027643680573)","(-0.010159248486161232, -0.634626567363739, -0.24954929947853088)","(0.08854178339242935, -0.5734007358551025, -0.30556800961494446)","(0.052231911569833755, -0.5781092047691345, -0.3158469498157501)","(0.16806064546108246, -0.42421531677246094, -0.11983196437358856)","(-0.14897964894771576, -0.4598996639251709, -0.16648435592651367)","(0.12060663104057312, -0.1845588982105255, -0.06788772344589233)","(-0.21469295024871826, -0.19839560985565186, -0.11818346381187439)","(0.13733531534671783, 0.009405837394297123, -0.13883857429027557)","(-0.1922568529844284, 0.03669372946023941, -0.19205166399478912)","(0.1422152817249298, 0.08017606288194656, -0.15565001964569092)","(-0.1800968199968338, 0.11144740134477615, -0.2113640308380127)","(0.13887648284435272, 0.08773697167634964, -0.18250632286071777)","(-0.1603034883737564, 0.10673774033784866, -0.23882503807544708)","(0.13173849880695343, 0.0253826305270195, -0.1497182548046112)","(-0.1752341091632843, 0.05139842629432678, -0.2025524228811264)","(0.10387345403432846, 0.010680440813302994, -0.019736381247639656)","(-0.10420938581228256, -0.011513189412653446, 0.02148144505918026)","(-0.06031278148293495, 0.3903263807296753, -0.05027446895837784)","(-0.023927001282572746, 0.37899863719940186, 0.005260001868009567)","(-0.1559043675661087, 0.6885232925415039, 0.04066554456949234)","(0.07154058665037155, 0.697925865650177, 0.13288813829421997)","(-0.16339561343193054, 0.7276598811149597, 0.039146214723587036)","(0.07850395888090134, 0.7404769062995911, 0.13812145590782166)","(-0.15053728222846985, 0.7861195206642151, -0.07624500244855881)","(0.05386751517653465, 0.8062350153923035, 0.029803654178977013)"
"(0.09072224050760269, -0.5956351161003113, -0.34621986746788025)","(0.1027669608592987, -0.6295156478881836, -0.3261859714984894)","(0.10304994881153107, -0.6299028992652893, -0.32543715834617615)","(0.10297124087810516, -0.6303918957710266, -0.32566067576408386)","(0.07538767158985138, -0.6332433223724365, -0.332507461309433)","(0.07593858242034912, -0.6342720985412598, -0.3332483470439911)","(0.07567868381738663, -0.6355525851249695, -0.3324123024940491)","(0.11666000634431839, -0.6039316058158875, -0.20870019495487213)","(-0.007806701585650444, -0.6313515305519104, -0.2504948079586029)","(0.09155525267124176, -0.5679742097854614, -0.3054485023021698)","(0.05521070212125778, -0.5737882256507874, -0.31579411029815674)","(0.17133112251758575, -0.42245012521743774, -0.1210503876209259)","(-0.14953769743442535, -0.4568380117416382, -0.17043790221214294)","(0.12701725959777832, -0.1796918362379074, -0.06988731771707535)","(-0.21412494778633118, -0.198119655251503, -0.13073869049549103)","(0.1495024412870407, 0.0195277351886034, -0.14159153401851654)","(-0.19039127230644226, 0.03575681522488594, -0.2072499841451645)","(0.15753252804279327, 0.09071969240903854, -0.15887558460235596)","(-0.18022623658180237, 0.11038434505462646, -0.22592271864414215)","(0.15321844816207886, 0.0910465344786644, -0.18591172993183136)","(-0.15751872956752777, 0.10583528131246567, -0.2559826970100403)","(0.1442120373249054, 0.03364570066332817, -0.15248385071754456)","(-0.17284803092479706, 0.050649307668209076, -0.21894261240959167)","(0.10468927025794983, 0.009988890960812569, -0.01690777577459812)","(-0.10501478612422943, -0.01079888641834259, 0.01861155778169632)","(-0.04582696035504341, 0.37518852949142456, -0.11762617528438568)","(-0.026556694880127907, 0.3827619254589081, 0.009456737898290157)","(-0.11749395728111267, 0.6900811791419983, -0.03795477747917175)","(0.061682503670454025, 0.6983535885810852, 0.1439349502325058)","(-0.12240719795227051, 0.7306128740310669, -0.03882361948490143)","(0.06669659912586212, 0.7410682439804077, 0.1500307023525238)","(-0.1032039225101471, 0.7899953126907349, -0.1549532264471054)","(0.03887677192687988, 0.8112357258796692, 0.04067538306117058)"
"(0.09945611655712128, -0.6040270924568176, -0.30988872051239014)","(0.10737882554531097, -0.6364719867706299, -0.29378801584243774)","(0.10769881308078766, -0.6368216276168823, -0.2930893301963806)","(0.10761484503746033, -0.6372995972633362, -0.293346643447876)","(0.08325441181659698, -0.6381085515022278, -0.30330151319503784)","(0.08378862589597702, -0.6391083598136902, -0.3041022717952728)","(0.08346471190452576, -0.6403310894966125, -0.30334949493408203)","(0.11377378553152084, -0.6107637882232666, -0.1888933628797531)","(-0.006069530267268419, -0.6314133405685425, -0.24241800606250763)","(0.0945659875869751, -0.5771958231925964, -0.27345576882362366)","(0.0619005411863327, -0.5800700187683105, -0.28772029280662537)","(0.17089910805225372, -0.42388689517974854, -0.10440655052661896)","(-0.1521463692188263, -0.45932772755622864, -0.17040976881980896)","(0.14630387723445892, -0.18220219016075134, -0.04634649679064751)","(-0.21472281217575073, -0.20925688743591309, -0.12345200031995773)","(0.16860011219978333, 0.020612288266420364, -0.1258130818605423)","(-0.19591322541236877, 0.012174653820693493, -0.17335613071918488)","(0.17582730948925018, 0.09452871233224869, -0.1441195011138916)","(-0.1872679591178894, 0.08395740389823914, -0.18702174723148346)","(0.16592538356781006, 0.09273003041744232, -0.1738847941160202)","(-0.16699407994747162, 0.07783178985118866, -0.2187574952840805)","(0.16012151539325714, 0.03468721732497215, -0.13818535208702087)","(-0.17962191998958588, 0.025974806398153305, -0.18520072102546692)","(0.10692523419857025, 0.009922090917825699, -0.006800826173275709)","(-0.1073300912976265, -0.010721712373197079, 0.008455841802060604)","(-0.01777045615017414, 0.3788653314113617, -0.09552441537380219)","(-0.0581233911216259, 0.38414710760116577, 0.00644596666097641)","(-0.07665062695741653, 0.6954051852226257, 0.07773035764694214)","(-0.002875019796192646, 0.7030565142631531, 0.16316834092140198)","(-0.07927558571100235, 0.7364299297332764, 0.08607688546180725)","(0.001623829361051321, 0.7460532784461975, 0.17261536419391632)","(-0.054670870304107666, 0.8045766949653625, -0.024139732122421265)","(-0.004834485240280628, 0.8172945380210876, 0.05851655825972557)"
"(0.10256648808717728, -0.6089774966239929, -0.2673081159591675)","(0.10782916098833084, -0.6407084465026855, -0.2526822090148926)","(0.10815900564193726, -0.6410538554191589, -0.2519644498825073)","(0.10807479172945023, -0.6415300369262695, -0.25225284695625305)","(0.0858224555850029, -0.6411958336830139, -0.26393741369247437)","(0.08631500601768494, -0.6422005295753479, -0.2647535800933838)","(0.08600887656211853, -0.6434068083763123, -0.263917475938797)","(0.101937435567379, -0.6156096458435059, -0.15616914629936218)","(-0.0070634810253977776, -0.6315313577651978, -0.22001665830612183)","(0.09413919597864151, -0.5828961730003357, -0.23306190967559814)","(0.0636136457324028, -0.5843411087989807, -0.24951352179050446)","(0.16547513008117676, -0.4272950291633606, -0.07151391357183456)","(-0.16101180016994476, -0.46283191442489624, -0.16315539181232452)","(0.14801070094108582, -0.18399366736412048, -0.006654071621596813)","(-0.21916237473487854, -0.22053351998329163, -0.11156868934631348)","(0.20485566556453705, 0.040597207844257355, -0.09373366832733154)","(-0.1991511732339859, 0.006916188634932041, -0.15907607972621918)","(0.2218557745218277, 0.12122483551502228, -0.10880546271800995)","(-0.19196203351020813, 0.08112777769565582, -0.17134155333042145)","(0.2138318121433258, 0.12776611745357513, -0.14493727684020996)","(-0.17120198905467987, 0.07773745059967041, -0.2039593756198883)","(0.19899529218673706, 0.059537798166275024, -0.10849273204803467)","(-0.18349593877792358, 0.023026015609502792, -0.17138992249965668)","(0.10940589755773544, 0.009708940982818604, 0.004478153772652149)","(-0.10986891388893127, -0.01049644686281681, -0.002801155438646674)","(0.01151648722589016, 0.3775297701358795, -0.07913435995578766)","(-0.11014596372842789, 0.38661399483680725, -0.011223594658076763)","(-0.042222000658512115, 0.6911861896514893, 0.10875385254621506)","(-0.06424973905086517, 0.7006949782371521, 0.19361315667629242)","(-0.0427546389400959, 0.7321652173995972, 0.12045018374919891)","(-0.06078013405203819, 0.743034303188324, 0.2079496681690216)","(-0.0006353028584271669, 0.8033973574638367, 0.014142991043627262)","(-0.07539031654596329, 0.8134120106697083, 0.09703442454338074)"
"(0.11038969457149506, -0.607448935508728, -0.2502192258834839)","(0.11178329586982727, -0.6396654844284058, -0.23698703944683075)","(0.1120796799659729, -0.6399933099746704, -0.2362470030784607)","(0.11198857426643372, -0.6404701471328735, -0.23649190366268158)","(0.09299642592668533, -0.6396543383598328, -0.2502497136592865)","(0.09345722943544388, -0.6406618356704712, -0.25101718306541443)","(0.09317338466644287, -0.6418642997741699, -0.25014960765838623)","(0.09188704937696457, -0.6160044074058533, -0.14360658824443817)","(-0.005437830463051796, -0.6301484704017639, -0.2174307256937027)","(0.0960901603102684, -0.5825608372688293, -0.2159624546766281)","(0.06936552375555038, -0.5835370421409607, -0.23556876182556152)","(0.15710975229740143, -0.4287029206752777, -0.05376946181058884)","(-0.16244442760944366, -0.46604326367378235, -0.16330236196517944)","(0.14849810302257538, -0.18411947786808014, 0.009649082086980343)","(-0.22289744019508362, -0.22750897705554962, -0.11142726987600327)","(0.23025986552238464, 0.046660322695970535, -0.07517153769731522)","(-0.20753104984760284, 0.00595977995544672, -0.15652985870838165)","(0.2549913823604584, 0.13085885345935822, -0.08837335556745529)","(-0.20400366187095642, 0.08227374404668808, -0.16839735209941864)","(0.2499399036169052, 0.1393837332725525, -0.12561215460300446)","(-0.17959819734096527, 0.07908579707145691, -0.20298007130622864)","(0.2270992398262024, 0.06702238321304321, -0.09087363630533218)","(-0.1922854483127594, 0.023802777752280235, -0.1696529984474182)","(0.109894759953022, 0.009846160188317299, 0.012969940900802612)","(-0.11040160059928894, -0.010611698031425476, -0.011303029954433441)","(0.014992502517998219, 0.3789554834365845, -0.07510127127170563)","(-0.12367907166481018, 0.3889361321926117, -0.007325232960283756)","(-0.03911430016160011, 0.6913531422615051, 0.1086907759308815)","(-0.1458907425403595, 0.675947368144989, 0.2746480703353882)","(-0.03995870053768158, 0.7322542071342468, 0.11843828111886978)","(-0.15099270641803741, 0.7161179780960083, 0.2932654619216919)","(0.002076967852190137, 0.8040987849235535, 0.010502958670258522)","(-0.16343392431735992, 0.7811909317970276, 0.18947654962539673)"
"(0.12346663326025009, -0.6122376322746277, -0.19551080465316772)","(0.11975306272506714, -0.6457233428955078, -0.18344730138778687)","(0.12000937759876251, -0.6460113525390625, -0.18269182741641998)","(0.11987841874361038, -0.6464956402778625, -0.18281903862953186)","(0.10475990176200867, -0.6438108682632446, -0.1987624615430832)","(0.10523659735918045, -0.6448677182197571, -0.1993415802717209)","(0.10497023165225983, -0.6460514664649963, -0.19850991666316986)","(0.08695030957460403, -0.6274625658988953, -0.09893305599689484)","(0.0034579408820718527, -0.6318530440330505, -0.18242941796779633)","(0.10438087582588196, -0.5887212157249451, -0.16410724818706512)","(0.08296451717615128, -0.5875709056854248, -0.18613556027412415)","(0.15492023527622223, -0.43749797344207764, -0.016152845695614815)","(-0.1598912626504898, -0.47387564182281494, -0.14896994829177856)","(0.15108038485050201, -0.18456852436065674, 0.044453613460063934)","(-0.2244267612695694, -0.2344428449869156, -0.09702064096927643)","(0.25265318155288696, 0.03881009668111801, -0.04054532200098038)","(-0.21627721190452576, 0.0023418439086526632, -0.1222117617726326)","(0.2820712924003601, 0.12012547254562378, -0.05383358895778656)","(-0.21423020958900452, 0.08254631608724594, -0.1316702961921692)","(0.27753105759620667, 0.12824204564094543, -0.09026165306568146)","(-0.1904533952474594, 0.0799955427646637, -0.16718554496765137)","(0.25179919600486755, 0.058516595512628555, -0.05683493614196777)","(-0.20146037638187408, 0.022293413057923317, -0.13516655564308167)","(0.10932262986898422, 0.010819227434694767, 0.027607588097453117)","(-0.10988052934408188, -0.011505039408802986, -0.026022901758551598)","(0.021804040297865868, 0.39200031757354736, -0.01674973964691162)","(-0.13358233869075775, 0.3756868541240692, -0.0024135392159223557)","(-0.03767155855894089, 0.7009102702140808, 0.1487511247396469)","(-0.21849492192268372, 0.65557861328125, 0.25627943873405457)","(-0.03888653591275215, 0.7415025234222412, 0.15620258450508118)","(-0.22963401675224304, 0.6955806016921997, 0.2708492577075958)","(0.01127254031598568, 0.8176627159118652, 0.0535241924226284)","(-0.23142513632774353, 0.7588350176811218, 0.1618334800004959)"
"(0.118374764919281, -0.6215211153030396, -0.1525367945432663)","(0.11705861985683441, -0.6548755764961243, -0.13695819675922394)","(0.11732880771160126, -0.655194878578186, -0.13611210882663727)","(0.11719853430986404, -0.6556859016418457, -0.13633735477924347)","(0.10001678764820099, -0.6520510911941528, -0.15129421651363373)","(0.10050692409276962, -0.6532565951347351, -0.15165607631206512)","(0.10024095326662064, -0.6544396877288818, -0.1508084386587143)","(0.0809396281838417, -0.6327236890792847, -0.04738054797053337)","(0.001523354439996183, -0.6337332725524902, -0.123650923371315)","(0.10262411832809448, -0.5958777666091919, -0.12034334242343903)","(0.07899178564548492, -0.5939242839813232, -0.14046141505241394)","(0.15066146850585938, -0.44067761301994324, 0.0382142998278141)","(-0.15879715979099274, -0.4741334319114685, -0.11317898333072662)","(0.1506194919347763, -0.18488502502441406, 0.09826851636171341)","(-0.22372421622276306, -0.23096707463264465, -0.0681949332356453)","(0.2413114458322525, 0.03413967043161392, 0.006400172132998705)","(-0.22539818286895752, 0.002599500585347414, -0.1040906310081482)","(0.26538124680519104, 0.11303006857633591, -0.009769572876393795)","(-0.22733983397483826, 0.08269941806793213, -0.1197807788848877)","(0.26093798875808716, 0.11930917948484421, -0.045663513243198395)","(-0.2072993814945221, 0.08205916732549667, -0.15518540143966675)","(0.2391912043094635, 0.05278618261218071, -0.010728280059993267)","(-0.21260108053684235, 0.023551758378744125, -0.11805105954408646)","(0.10746625810861588, 0.011143025942146778, 0.04589572921395302)","(-0.10798448324203491, -0.0117892911657691, -0.04430472478270531)","(0.07079534232616425, 0.3982042074203491, -0.011387376114726067)","(-0.12670807540416718, 0.37626761198043823, -0.057383615523576736)","(-0.03787998855113983, 0.7007644176483154, 0.1681929975748062)","(-0.23613929748535156, 0.6453468799591064, 0.15737365186214447)","(-0.03950057923793793, 0.7409677505493164, 0.1779640167951584)","(-0.25215256214141846, 0.683125913143158, 0.1712239682674408)","(0.01559014804661274, 0.8181872367858887, 0.09573966264724731)","(-0.23615111410617828, 0.7545880675315857, 0.07031305879354477)"
