1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
"(0.1262061595916748, -0.6614278554916382, -0.10548985004425049)","(0.09339082986116409, -0.6898400783538818, -0.1056387647986412)","(0.09374280273914337, -0.6905025243759155, -0.10451720654964447)","(0.09309972822666168, -0.690430223941803, -0.10474622249603271)","(0.10591357946395874, -0.6840325593948364, -0.13095004856586456)","(0.10609055310487747, -0.6848683953285217, -0.1320248246192932)","(0.10600049048662186, -0.6861318349838257, -0.13047529757022858)","(0.007721343543380499, -0.6513677835464478, -0.05701175332069397)","(0.015874814242124557, -0.6371638178825378, -0.1884501874446869)","(0.09941409528255463, -0.6311739087104797, -0.08100947737693787)","(0.0949999988079071, -0.626458466053009, -0.1176452562212944)","(-0.14790230989456177, -0.5034469366073608, 0.019347025081515312)","(0.031279969960451126, -0.46318379044532776, -0.20962856709957123)","(-0.13764311373233795, -0.293290376663208, 0.0539981871843338)","(0.054524533450603485, -0.18369340896606445, -0.12447518110275269)","(0.00950036570429802, -0.1948779672384262, 0.06833889335393906)","(0.0644458457827568, -0.1292032152414322, -0.043307114392519)","(0.010531183332204819, -0.19540390372276306, 0.08047302067279816)","(0.06489783525466919, -0.15483297407627106, -0.06253711879253387)","(0.04818875342607498, -0.19022491574287415, 0.07492155581712723)","(0.048286616802215576, -0.15615689754486084, -0.06453616917133331)","(0.029152723029255867, -0.18951791524887085, 0.06929780542850494)","(0.05400276184082031, -0.1311465948820114, -0.04523663595318794)","(-0.04890863597393036, -0.017773747444152832, 0.08040101826190948)","(0.048665549606084824, 0.017187898978590965, -0.07934197783470154)","(-0.08112363517284393, 0.35555848479270935, 0.22908663749694824)","(0.08194728195667267, 0.3607923984527588, 0.10207230597734451)","(-0.06979447603225708, 0.6699237823486328, 0.3829614818096161)","(0.08194071799516678, 0.696338415145874, 0.264287531375885)","(-0.06351520121097565, 0.7059813737869263, 0.3949046730995178)","(0.08199380338191986, 0.7363459467887878, 0.27912986278533936)","(-0.020919185131788254, 0.7116831541061401, 0.3721117675304413)","(0.12253549695014954, 0.7317330241203308, 0.2723813056945801)"
"(0.12364505976438522, -0.6695666313171387, -0.07820195704698563)","(0.08565526455640793, -0.6946437954902649, -0.083463154733181)","(0.08600327372550964, -0.6952939033508301, -0.08246644586324692)","(0.08536503463983536, -0.6952357292175293, -0.08269519358873367)","(0.10273998975753784, -0.6888194680213928, -0.10667456686496735)","(0.10297848284244537, -0.6896842122077942, -0.1077493205666542)","(0.10273594409227371, -0.6909334063529968, -0.10622337460517883)","(-0.003049696097150445, -0.6512804627418518, -0.055899426341056824)","(0.024245794862508774, -0.6369993090629578, -0.1765175461769104)","(0.09596838057041168, -0.6384425163269043, -0.0619429275393486)","(0.0926138237118721, -0.6336614489555359, -0.09524890035390854)","(-0.15320979058742523, -0.5018796920776367, 0.012785693630576134)","(0.04737446829676628, -0.467032253742218, -0.19864024221897125)","(-0.1525152325630188, -0.2920774817466736, 0.05123259872198105)","(0.058021180331707, -0.19075553119182587, -0.11552419513463974)","(-0.006931639276444912, -0.20275400578975677, 0.08302120864391327)","(0.06604935228824615, -0.14374840259552002, -0.034809257835149765)","(-0.003029331797733903, -0.20213624835014343, 0.0952787846326828)","(0.06574659049510956, -0.1630927175283432, -0.04734457656741142)","(0.032564613968133926, -0.20218460261821747, 0.0922909826040268)","(0.04718860611319542, -0.1695488691329956, -0.05128002166748047)","(0.012458340264856815, -0.19971467554569244, 0.08540240675210953)","(0.05413319543004036, -0.14717990159988403, -0.03687993064522743)","(-0.05144510790705681, -0.015760060399770737, 0.07105384767055511)","(0.051127370446920395, 0.015234453603625298, -0.07009442150592804)","(-0.07761713862419128, 0.3549496829509735, 0.2268054485321045)","(0.08071591705083847, 0.3624686300754547, 0.1064663678407669)","(-0.06651218235492706, 0.6696581244468689, 0.3822733163833618)","(0.081321120262146, 0.7059372067451477, 0.2638126611709595)","(-0.06015976518392563, 0.7054455876350403, 0.3935778737068176)","(0.08118332177400589, 0.7461313605308533, 0.2790384888648987)","(-0.0185325276106596, 0.7125030755996704, 0.36981433629989624)","(0.11841748654842377, 0.7508049011230469, 0.27237796783447266)"
"(0.12066486477851868, -0.6655765175819397, -0.09211345762014389)","(0.08524464070796967, -0.6917140483856201, -0.09670286625623703)","(0.08558325469493866, -0.6923297643661499, -0.09558385610580444)","(0.0849558562040329, -0.6922933459281921, -0.09589962661266327)","(0.09969362616539001, -0.685356855392456, -0.11925875395536423)","(0.09991906583309174, -0.6861855387687683, -0.12031281739473343)","(0.09963012486696243, -0.68742436170578, -0.11885134130716324)","(2.0885692720185034e-05, -0.6496400237083435, -0.05668027698993683)","(0.03499363735318184, -0.6344256401062012, -0.18191131949424744)","(0.09455540776252747, -0.6353060603141785, -0.07350797206163406)","(0.09727168828248978, -0.6298090815544128, -0.10624152421951294)","(-0.14786629378795624, -0.4995754659175873, -0.0028388062492012978)","(0.06845364719629288, -0.4641229212284088, -0.19859051704406738)","(-0.1460551917552948, -0.2817141115665436, 0.017069317400455475)","(0.0795651450753212, -0.19240644574165344, -0.1112581118941307)","(-0.020416587591171265, -0.1690816730260849, 0.06001788377761841)","(0.07316814363002777, -0.1402362734079361, -0.033283159136772156)","(-0.02369094453752041, -0.15617649257183075, 0.07422707229852676)","(0.06968224048614502, -0.15813900530338287, -0.04960401728749275)","(0.014910181052982807, -0.1499311625957489, 0.07485129684209824)","(0.046771932393312454, -0.1610436588525772, -0.05305908992886543)","(-0.0013202920090407133, -0.16154496371746063, 0.06359438598155975)","(0.059656772762537, -0.14200200140476227, -0.0363917201757431)","(-0.051282867789268494, -0.014954762533307076, 0.0631309449672699)","(0.050957560539245605, 0.014463705942034721, -0.0621660090982914)","(-0.08158212900161743, 0.35460779070854187, 0.21704459190368652)","(0.08066429197788239, 0.36226439476013184, 0.11244408786296844)","(-0.06523995846509933, 0.6693530082702637, 0.364743173122406)","(0.09378030896186829, 0.7014156579971313, 0.26270967721939087)","(-0.0588388666510582, 0.7040380239486694, 0.37530645728111267)","(0.0946052297949791, 0.7413976192474365, 0.27736660838127136)","(-0.027547771111130714, 0.7122605443000793, 0.3491913676261902)","(0.12547442317008972, 0.746947169303894, 0.26903337240219116)"
"(0.11899630725383759, -0.6775046586990356, -0.06795482337474823)","(0.08433007448911667, -0.7006680369377136, -0.077609121799469)","(0.08469770103693008, -0.7012292742729187, -0.07642366737127304)","(0.08402400463819504, -0.7012255787849426, -0.07680260390043259)","(0.09742090106010437, -0.695142388343811, -0.09763222932815552)","(0.09764953702688217, -0.6959764361381531, -0.09867243468761444)","(0.0973304957151413, -0.6972228288650513, -0.09722545742988586)","(-0.000845672853756696, -0.6501428484916687, -0.05883895233273506)","(0.047035783529281616, -0.6381016969680786, -0.1711040437221527)","(0.09327651560306549, -0.6439613699913025, -0.055933162569999695)","(0.09850046038627625, -0.6400209069252014, -0.08574741333723068)","(-0.15208716690540314, -0.49812421202659607, -0.006035632453858852)","(0.09135725349187851, -0.4735354781150818, -0.19616249203681946)","(-0.17277905344963074, -0.2815975546836853, 0.019296418875455856)","(0.11067242920398712, -0.214796781539917, -0.10691894590854645)","(-0.03765636309981346, -0.1956104338169098, 0.09573971480131149)","(0.09788548201322556, -0.14161452651023865, -0.023923097178339958)","(-0.03850618004798889, -0.19292156398296356, 0.1156032457947731)","(0.08748563379049301, -0.15542012453079224, -0.03528546169400215)","(0.0034935888834297657, -0.18989960849285126, 0.11483373492956161)","(0.06329081952571869, -0.1604933887720108, -0.03538449853658676)","(-0.016090812161564827, -0.19123263657093048, 0.09971745312213898)","(0.08491840958595276, -0.14204438030719757, -0.025167040526866913)","(-0.057696156203746796, -0.01193027850240469, 0.059630248695611954)","(0.057366255670785904, 0.011434312909841537, -0.058641720563173294)","(-0.0885230079293251, 0.35374823212623596, 0.2170366644859314)","(0.08202309161424637, 0.363224595785141, 0.1255381554365158)","(-0.06797675788402557, 0.6690546274185181, 0.37250816822052)","(0.09849842637777328, 0.7099089026451111, 0.282807320356369)","(-0.06197412312030792, 0.7031596899032593, 0.38513708114624023)","(0.0984383225440979, 0.7501009106636047, 0.2994263768196106)","(-0.041813015937805176, 0.711551308631897, 0.36837315559387207)","(0.12567250430583954, 0.7582035660743713, 0.30170539021492004)"
"(0.10409136861562729, -0.6847654581069946, -0.052190911024808884)","(0.06828942149877548, -0.7034430503845215, -0.07053924351930618)","(0.06866850703954697, -0.7039836049079895, -0.06947867572307587)","(0.06802955269813538, -0.7039934992790222, -0.06978751718997955)","(0.09222724288702011, -0.6984379887580872, -0.08507765829563141)","(0.09240304678678513, -0.6992931365966797, -0.08610016107559204)","(0.09214112907648087, -0.7005106806755066, -0.08469102531671524)","(-0.00891443993896246, -0.6489407420158386, -0.07045102119445801)","(0.06563407927751541, -0.6376670598983765, -0.16452401876449585)","(0.08227331191301346, -0.6497560739517212, -0.049194078892469406)","(0.097002774477005, -0.6469535231590271, -0.07121609896421432)","(-0.14987672865390778, -0.49496185779571533, -0.032366491854190826)","(0.11378838121891022, -0.47069692611694336, -0.18633048236370087)","(-0.1697281002998352, -0.29202619194984436, 0.014861185103654861)","(0.12108103930950165, -0.21454250812530518, -0.09485583007335663)","(-0.046527255326509476, -0.265014111995697, 0.10008789598941803)","(0.10090070217847824, -0.13928097486495972, -0.014019984751939774)","(-0.04742756858468056, -0.2704737186431885, 0.11768538504838943)","(0.09281014651060104, -0.14403511583805084, -0.01996193453669548)","(-0.00968855433166027, -0.2724229693412781, 0.11717960983514786)","(0.06410486996173859, -0.1473902016878128, -0.02243688516318798)","(-0.026602042838931084, -0.26473015546798706, 0.10480591654777527)","(0.08719726651906967, -0.13875962793827057, -0.01555624883621931)","(-0.06661444157361984, -0.009750407189130783, 0.05175057426095009)","(0.06622407585382462, 0.009288848377764225, -0.05076338350772858)","(-0.09991370886564255, 0.34562116861343384, 0.20898011326789856)","(0.08000995963811874, 0.36279329657554626, 0.137391597032547)","(-0.07940559089183807, 0.6645973920822144, 0.3705950975418091)","(0.097772978246212, 0.7081343531608582, 0.2892477214336395)","(-0.07307612150907516, 0.6983740329742432, 0.3844723701477051)","(0.09808874130249023, 0.7480003833770752, 0.30589866638183594)","(-0.05860734358429909, 0.7011080980300903, 0.36768683791160583)","(0.11758110672235489, 0.758346676826477, 0.31316155195236206)"
"(0.06444426625967026, -0.6798487901687622, -0.04633970558643341)","(0.035554029047489166, -0.6875446438789368, -0.072037473320961)","(0.0358695387840271, -0.688049852848053, -0.07130115479230881)","(0.035309989005327225, -0.6882737278938293, -0.07155805081129074)","(0.06693842262029648, -0.6883568167686462, -0.08014160394668579)","(0.06710664927959442, -0.6892567873001099, -0.08119980245828629)","(0.0667596310377121, -0.6905355453491211, -0.07987712323665619)","(-0.02638440951704979, -0.6284343004226685, -0.10665745288133621)","(0.07327565550804138, -0.6367340087890625, -0.16052471101284027)","(0.04560784250497818, -0.644059419631958, -0.0513128936290741)","(0.078815758228302, -0.6437432765960693, -0.06490274518728256)","(-0.149244025349617, -0.47731542587280273, -0.10273263603448868)","(0.12969303131103516, -0.47350025177001953, -0.15264640748500824)","(-0.1909881830215454, -0.27352374792099, -0.032784026116132736)","(0.1405642330646515, -0.2255762368440628, -0.05889483168721199)","(-0.08796846121549606, -0.2679075002670288, 0.09934166818857193)","(0.09340928494930267, -0.15754280984401703, 0.039494168013334274)","(-0.07783150672912598, -0.278483510017395, 0.11669076979160309)","(0.08982494473457336, -0.15613408386707306, 0.05504681169986725)","(-0.04843254014849663, -0.29311197996139526, 0.11065394431352615)","(0.050099074840545654, -0.16734252870082855, 0.048101816326379776)","(-0.06992994248867035, -0.2739100158214569, 0.10082117468118668)","(0.08414767682552338, -0.16047081351280212, 0.03843160718679428)","(-0.06699931621551514, -0.0061636194586753845, 0.01652851514518261)","(0.06650973856449127, 0.00561522739008069, -0.015534802339971066)","(-0.0949006900191307, 0.3419431447982788, 0.190565288066864)","(0.0782349705696106, 0.36249107122421265, 0.16716834902763367)","(-0.06576070934534073, 0.648556113243103, 0.36942335963249207)","(0.09552138298749924, 0.7084370255470276, 0.32759881019592285)","(-0.05670708045363426, 0.6823559999465942, 0.38395997881889343)","(0.09576032310724258, 0.748735249042511, 0.3472636044025421)","(-0.05057905986905098, 0.6903854608535767, 0.37624356150627136)","(0.08905957639217377, 0.7737053036689758, 0.356586754322052)"
"(0.0701100304722786, -0.6451928615570068, -0.056453123688697815)","(0.04002898186445236, -0.6597530841827393, -0.10272352397441864)","(0.0403057299554348, -0.6600449085235596, -0.10262145102024078)","(0.03965432196855545, -0.6604537963867188, -0.10285674780607224)","(0.07425612211227417, -0.6593121290206909, -0.10097292065620422)","(0.07432090491056442, -0.659996509552002, -0.10221807658672333)","(0.07384137064218521, -0.6613165140151978, -0.10130103677511215)","(-0.018845247104763985, -0.6232426762580872, -0.15579311549663544)","(0.08088692277669907, -0.6303297281265259, -0.18517076969146729)","(0.04990939423441887, -0.6213716864585876, -0.07834967970848083)","(0.07893531769514084, -0.621294379234314, -0.07773126661777496)","(-0.08442938327789307, -0.4706546664237976, -0.1411748230457306)","(0.1046658605337143, -0.4777282178401947, -0.1628633588552475)","(-0.14660173654556274, -0.26924800872802734, -0.08359348773956299)","(0.11661779880523682, -0.25689712166786194, -0.07011967152357101)","(-0.0879567414522171, -0.295291006565094, -0.02533859759569168)","(0.09493038058280945, -0.23189915716648102, 0.027311986312270164)","(-0.0858963206410408, -0.30661794543266296, -0.023145850747823715)","(0.10529163479804993, -0.22522546350955963, 0.03871864080429077)","(-0.05234997719526291, -0.3278769850730896, -0.015645554289221764)","(0.07666769623756409, -0.24661283195018768, 0.030714450404047966)","(-0.07179941982030869, -0.30614086985588074, -0.018744947388768196)","(0.08651500940322876, -0.24013212323188782, 0.026864269748330116)","(-0.0391041524708271, 0.00011195521074114367, 0.0014827941777184606)","(0.03832210600376129, -0.0009526773355901241, -0.0003806835156865418)","(-0.04132144898176193, 0.3503491282463074, 0.18251842260360718)","(0.0204089917242527, 0.3524005115032196, 0.18882976472377777)","(0.00899724755436182, 0.6640167236328125, 0.3693859577178955)","(0.020496807992458344, 0.6723365187644958, 0.3746383786201477)","(0.019244836643338203, 0.7001619338989258, 0.3848739564418793)","(0.01775294356048107, 0.7114342451095581, 0.3952363133430481)","(0.020807068794965744, 0.7259843945503235, 0.3757977783679962)","(-0.015089146792888641, 0.7564353942871094, 0.3861992359161377)"
"(0.07055385410785675, -0.647193431854248, -0.036214541643857956)","(0.04183197766542435, -0.6605554223060608, -0.07341331243515015)","(0.04211018234491348, -0.6608790755271912, -0.07313317060470581)","(0.04151860997080803, -0.6612417697906494, -0.07337281107902527)","(0.07444974780082703, -0.6600354313850403, -0.07621210813522339)","(0.07453373819589615, -0.6607509851455688, -0.07735691964626312)","(0.07407145947217941, -0.6620754599571228, -0.0762602686882019)","(-0.023944931104779243, -0.6211251616477966, -0.13913896679878235)","(0.0945366770029068, -0.6299379467964172, -0.1702491044998169)","(0.0473298504948616, -0.6216232776641846, -0.05310015007853508)","(0.07900550216436386, -0.6222476363182068, -0.059253327548503876)","(-0.11840157955884933, -0.47107526659965515, -0.12611590325832367)","(0.13770386576652527, -0.47800344228744507, -0.16031885147094727)","(-0.19026772677898407, -0.26782041788101196, -0.06751738488674164)","(0.15468159317970276, -0.24995894730091095, -0.07503384351730347)","(-0.0820627361536026, -0.27299535274505615, 0.0050378055311739445)","(0.09359675645828247, -0.2236335128545761, 0.017344744876027107)","(-0.06946304440498352, -0.27743932604789734, 0.019598733633756638)","(0.1014709398150444, -0.21276487410068512, 0.028003698214888573)","(-0.036220792680978775, -0.2901940643787384, 0.03164709359407425)","(0.0671195313334465, -0.23749621212482452, 0.022382183000445366)","(-0.06240587309002876, -0.27799662947654724, 0.01786128431558609)","(0.0827336236834526, -0.23106315732002258, 0.016869215294718742)","(-0.05575418844819069, -0.00031859666341915727, 0.0037863028701394796)","(0.055031392723321915, -0.0005008077714592218, -0.002739009214565158)","(-0.07286495715379715, 0.3351351022720337, 0.1884947121143341)","(0.02814740315079689, 0.352128803730011, 0.1946106106042862)","(-0.021168645471334457, 0.6428634524345398, 0.3951968252658844)","(0.032651372253894806, 0.6747594475746155, 0.37954816222190857)","(-0.010936127044260502, 0.6782410740852356, 0.41449472308158875)","(0.027724729850888252, 0.7135467529296875, 0.40145498514175415)","(-0.03791259974241257, 0.6921830177307129, 0.42261651158332825)","(0.02835087664425373, 0.754646360874176, 0.4094131886959076)"
"(0.07083403319120407, -0.6474266648292542, -0.045401815325021744)","(0.042864710092544556, -0.6613354682922363, -0.07837977260351181)","(0.04315098375082016, -0.6616898775100708, -0.07796443998813629)","(0.04257337003946304, -0.6620078086853027, -0.0782095193862915)","(0.07464514672756195, -0.6605066061019897, -0.08368880301713943)","(0.0747392401099205, -0.6612356901168823, -0.08480922877788544)","(0.07428478449583054, -0.6625479459762573, -0.08370178192853928)","(-0.023932259529829025, -0.618474006652832, -0.1456986516714096)","(0.10421951860189438, -0.6293725371360779, -0.17208363115787506)","(0.0473792664706707, -0.6215505003929138, -0.0570131316781044)","(0.08001809567213058, -0.6221476197242737, -0.06630884110927582)","(-0.12056125700473785, -0.46970510482788086, -0.13881680369377136)","(0.15364553034305573, -0.4782983064651489, -0.16359342634677887)","(-0.19089151918888092, -0.2687830924987793, -0.07454409450292587)","(0.1736122965812683, -0.2542641758918762, -0.07949086278676987)","(-0.08640656620264053, -0.2837361991405487, 0.021001489832997322)","(0.11313949525356293, -0.2032713145017624, 0.009585784748196602)","(-0.07044818252325058, -0.2907213866710663, 0.03296557813882828)","(0.11386299878358841, -0.2050095945596695, 0.01740819588303566)","(-0.03678087145090103, -0.30295756459236145, 0.038713596761226654)","(0.08024357259273529, -0.22463290393352509, 0.012049620971083641)","(-0.0658796951174736, -0.28851118683815, 0.029135404154658318)","(0.09911340475082397, -0.20875760912895203, 0.008923077024519444)","(-0.062374964356422424, -0.0004329681978560984, 0.0029322169721126556)","(0.061707738786935806, -0.00039097637636587024, -0.001897291513159871)","(-0.08800654113292694, 0.3183763921260834, 0.18966034054756165)","(0.03381650894880295, 0.3448379933834076, 0.1989189088344574)","(-0.04725298658013344, 0.6205277442932129, 0.4018973708152771)","(0.036567237228155136, 0.6718812584877014, 0.38384994864463806)","(-0.03790819272398949, 0.655414879322052, 0.4218024015426636)","(0.033610954880714417, 0.710442304611206, 0.4058243930339813)","(-0.06293325871229172, 0.660666823387146, 0.4350920021533966)","(0.04299687221646309, 0.7411659955978394, 0.41908469796180725)"
"(0.0770568698644638, -0.6423745155334473, -0.05290164053440094)","(0.05740326642990112, -0.658180832862854, -0.08062026649713516)","(0.05762325972318649, -0.6584880352020264, -0.07997644692659378)","(0.05714122951030731, -0.6588466167449951, -0.08021556586027145)","(0.08424069732427597, -0.6581560373306274, -0.08932585269212723)","(0.08428803086280823, -0.6589158177375793, -0.09043005853891373)","(0.083976611495018, -0.6601657867431641, -0.08927952498197556)","(0.003827619832009077, -0.6191214323043823, -0.13807673752307892)","(0.10386034846305847, -0.6302481293678284, -0.16735488176345825)","(0.05535397678613663, -0.6181224584579468, -0.059492889791727066)","(0.08529368788003922, -0.6199173331260681, -0.07202816754579544)","(-0.08870427310466766, -0.46992430090904236, -0.1294143795967102)","(0.13927330076694489, -0.4844120740890503, -0.15416231751441956)","(-0.15180425345897675, -0.262994647026062, -0.0985659584403038)","(0.15136758983135223, -0.2550414800643921, -0.08208292722702026)","(-0.08386889100074768, -0.21656396985054016, -0.03672334924340248)","(0.09914690256118774, -0.16483886539936066, -0.02477007359266281)","(-0.06378461420536041, -0.20339028537273407, -0.038746364414691925)","(0.09920202195644379, -0.14269192516803741, -0.018168821930885315)","(-0.03368401899933815, -0.21408914029598236, -0.032418690621852875)","(0.07277218997478485, -0.15324144065380096, -0.02750919945538044)","(-0.06271935999393463, -0.2180546075105667, -0.03170124813914299)","(0.08804918080568314, -0.16364046931266785, -0.027095256373286247)","(-0.05740613862872124, 0.00022076533059589565, -0.004428245592862368)","(0.05671704187989235, -0.0010389159433543682, 0.0054502240382134914)","(-0.07789042592048645, 0.32034191489219666, 0.19048041105270386)","(0.03739865869283676, 0.33609458804130554, 0.21471533179283142)","(-0.03055226057767868, 0.6277009844779968, 0.4040331542491913)","(0.04322215914726257, 0.6475340127944946, 0.4133414030075073)","(-0.021568147465586662, 0.6631262302398682, 0.4230586290359497)","(0.04067523404955864, 0.6837448477745056, 0.4357759356498718)","(-0.05469926819205284, 0.661925733089447, 0.4273287057876587)","(0.02982906997203827, 0.6995351910591125, 0.4377152621746063)"
"(0.09692667424678802, -0.6424912810325623, -0.01789921522140503)","(0.07346566021442413, -0.6587204337120056, -0.0484771765768528)","(0.07378478348255157, -0.6590663194656372, -0.04758111387491226)","(0.07320977002382278, -0.6594069600105286, -0.04815462976694107)","(0.10410819202661514, -0.6585359573364258, -0.05562237650156021)","(0.10421599447727203, -0.6593011617660522, -0.05675492808222771)","(0.1039818823337555, -0.6605486869812012, -0.055672794580459595)","(0.009518001228570938, -0.6188598871231079, -0.11658070236444473)","(0.12606842815876007, -0.6275076866149902, -0.14939171075820923)","(0.07119376212358475, -0.6170353293418884, -0.028932616114616394)","(0.10747580230236053, -0.6182337403297424, -0.04128657653927803)","(-0.10503979027271271, -0.46892842650413513, -0.1272924542427063)","(0.17889809608459473, -0.4761714041233063, -0.15544813871383667)","(-0.170165553689003, -0.24957998096942902, -0.08534424751996994)","(0.19352859258651733, -0.23874539136886597, -0.08392158895730972)","(-0.07394834607839584, -0.1316220909357071, -0.011004723608493805)","(0.10348232090473175, -0.09690466523170471, -0.025419697165489197)","(-0.057456742972135544, -0.10860517621040344, -0.018266258761286736)","(0.09705620259046555, -0.07502017915248871, -0.02208528481423855)","(-0.030553409829735756, -0.09696309268474579, -0.012907963246107101)","(0.0706017017364502, -0.07196115702390671, -0.02785210683941841)","(-0.05491514876484871, -0.12067008763551712, -0.006268789991736412)","(0.08997532725334167, -0.08849445730447769, -0.027413398027420044)","(-0.06526917964220047, -0.00011353319132467732, 0.0006326686125248671)","(0.06474759429693222, -0.0006933439872227609, 0.0003797470417339355)","(-0.11415589600801468, 0.3218717575073242, 0.18938922882080078)","(0.06409421563148499, 0.345003217458725, 0.20106367766857147)","(-0.06505677103996277, 0.6222017407417297, 0.4029334783554077)","(0.09449359774589539, 0.6701269745826721, 0.39979350566864014)","(-0.05733916908502579, 0.6546628475189209, 0.4208343029022217)","(0.09292617440223694, 0.705450713634491, 0.4163927733898163)","(-0.07713425159454346, 0.6437073945999146, 0.4201282858848572)","(0.09129320830106735, 0.7018547058105469, 0.4278121888637543)"
"(0.09892026335000992, -0.6265363097190857, -0.027563026174902916)","(0.07704633474349976, -0.6465087532997131, -0.05053090676665306)","(0.07733467221260071, -0.6468243598937988, -0.049121759831905365)","(0.07685986906290054, -0.647091269493103, -0.04938783869147301)","(0.10421895235776901, -0.6462095975875854, -0.06240416690707207)","(0.10433360189199448, -0.6470028162002563, -0.06350503116846085)","(0.1041065976023674, -0.6481965184211731, -0.062150586396455765)","(0.016024334356188774, -0.6133018136024475, -0.11966346204280853)","(0.11740466207265854, -0.6212972402572632, -0.15279164910316467)","(0.07416234910488129, -0.6024456024169922, -0.03276074677705765)","(0.10654115676879883, -0.603242039680481, -0.05016603320837021)","(-0.08619764447212219, -0.46851715445518494, -0.11713703721761703)","(0.15816369652748108, -0.4721839129924774, -0.1581636220216751)","(-0.09892848879098892, -0.23962385952472687, -0.09818793833255768)","(0.17119917273521423, -0.22821258008480072, -0.09508462995290756)","(-0.014197026379406452, -0.09821892529726028, -0.056983597576618195)","(0.10167712718248367, -0.08460547029972076, -0.056286104023456573)","(0.0032247393392026424, -0.06423109769821167, -0.059708017855882645)","(0.09583219885826111, -0.05580791085958481, -0.05912229046225548)","(0.022695699706673622, -0.0613316111266613, -0.06055700033903122)","(0.07087661325931549, -0.06119920685887337, -0.06589584052562714)","(0.00016146458801813424, -0.08901572972536087, -0.05500141158699989)","(0.08806097507476807, -0.079109326004982, -0.059629663825035095)","(-0.06443054974079132, -0.00021784800628665835, 0.003993016202002764)","(0.06401541084051132, -0.0005839609657414258, -0.0029529994353652)","(-0.1232646182179451, 0.32282596826553345, 0.19171951711177826)","(0.06299392133951187, 0.3446079194545746, 0.19436436891555786)","(-0.08967097103595734, 0.6285774111747742, 0.4035170376300812)","(0.09232203662395477, 0.6687580943107605, 0.3810136020183563)","(-0.0825187936425209, 0.6608189940452576, 0.42121613025665283)","(0.0914217010140419, 0.7039633989334106, 0.3985968828201294)","(-0.08608108758926392, 0.6495029330253601, 0.422175794839859)","(0.09696076065301895, 0.6956616640090942, 0.40635567903518677)"
"(0.09882453083992004, -0.6272916793823242, -0.02678636647760868)","(0.07666049152612686, -0.647753119468689, -0.05429069697856903)","(0.0769270583987236, -0.6480636596679688, -0.05350060760974884)","(0.0764927938580513, -0.6483245491981506, -0.053880345076322556)","(0.10329832881689072, -0.6473202705383301, -0.06300200521945953)","(0.10343213379383087, -0.6481195092201233, -0.06412258744239807)","(0.10318135470151901, -0.6493149995803833, -0.06310328841209412)","(0.014176501892507076, -0.6134563088417053, -0.11932217329740524)","(0.11679600179195404, -0.6213575005531311, -0.15123765170574188)","(0.07416241616010666, -0.6021861433982849, -0.034417346119880676)","(0.10604364424943924, -0.6030964255332947, -0.047985274344682693)","(-0.0837460532784462, -0.4660995602607727, -0.11372915655374527)","(0.15210096538066864, -0.4724541902542114, -0.15248174965381622)","(-0.09874500334262848, -0.23688192665576935, -0.09973698109388351)","(0.16619272530078888, -0.23021261394023895, -0.09706589579582214)","(-0.013608143664896488, -0.13061761856079102, -0.06178917735815048)","(0.10327010601758957, -0.09448323398828506, -0.06252195686101913)","(0.003338742535561323, -0.10809609293937683, -0.06303470581769943)","(0.10117653012275696, -0.07717133313417435, -0.06210005655884743)","(0.02450508438050747, -0.11151741445064545, -0.06074105203151703)","(0.07572611421346664, -0.08030761778354645, -0.07009357213973999)","(0.001131458324380219, -0.12610192596912384, -0.05832524970173836)","(0.09057431668043137, -0.08832933753728867, -0.0664086565375328)","(-0.06315547972917557, 0.00012563462951220572, 0.005252214148640633)","(0.06279429793357849, -0.0009644185774959624, -0.004155452828854322)","(-0.11844468861818314, 0.33121123909950256, 0.18348491191864014)","(0.06300876289606094, 0.3437686264514923, 0.17796233296394348)","(-0.09770640730857849, 0.6462981104850769, 0.36250460147857666)","(0.09828582406044006, 0.6693814396858215, 0.3360568583011627)","(-0.09048853069543839, 0.6803423166275024, 0.37731021642684937)","(0.10009105503559113, 0.7050647139549255, 0.3522665500640869)","(-0.0845155343413353, 0.6654529571533203, 0.37753137946128845)","(0.11185009032487869, 0.7005441784858704, 0.34467679262161255)"
